ticket_id,created_date,ticket_text,product_name,product_segment,ticket_category,priority,sentiment,confidence_score,escalated,resolution_text,resolved_date,resolution_days,auto_resolved,customer_satisfaction_score
TKT100116,2024-03-17,Payment page freezes when I try to checkout my moisturizer. Tried multiple times.,moisturizer,Beauty & Personal Care,App & Website Issue,Medium,Slightly Negative,0.83,No,Bug reported to tech team. Workaround shared with customer.,2024-03-20,3,No,4
TKT100117,2024-07-17,The battery of my smart AC (order #ORD7139410) drains within 8 hours. Completely defective.,smart AC,Electronics,Product Issue,High,Negative,0.78,Yes,Wrong variant issue confirmed. Correct item dispatched. Return arranged.,2024-07-20,3,No,1
TKT100118,2023-12-08,My tracking for order #ORD7608607 shows delivered but I never received my yoga mat. Please investigate.,yoga mat,Sports & Fitness,Delivery Issue,High,Negative,0.67,Yes,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-12-15,7,No,4
TKT100119,2024-06-29,I have a valid coupon for wallet but it's not applying at checkout. Coupon code: ERR266.,wallet,Fashion,Payment Issue,Low,Positive,0.82,No,EMI plan restored to original terms. Difference amount adjusted.,2024-07-07,8,No,5
TKT100120,2024-08-14,My payment for spice set order #ORD7180018 failed but money was deducted from my bank account.,spice set,Grocery & Health,Payment Issue,High,Negative,0.74,Yes,Net banking failure confirmed with bank. Refund initiated from our end.,2024-08-16,2,No,1
TKT100121,2023-06-05,Product listing for resistance bands is completely misleading. The actual product is nothing like the photos.,resistance bands,Sports & Fitness,Product Issue,Medium,Neutral,0.8,No,Defect acknowledged. Customer given choice of refund or replacement.,2023-06-12,7,No,5
TKT100122,2024-04-15,My air purifier return for order #ORD8912226 has been in transit for 13 days. Worried it's lost.,air purifier,Electronics,Refund & Return,Medium,Slightly Negative,0.76,No,Duplicate charge of ₹2461 reversed immediately to original payment source.,2024-04-24,9,No,4
TKT100123,2023-11-21,UPI transaction for water purifier order #ORD9123194 shows success on my app but order is not confirmed.,water purifier,Home & Kitchen,Payment Issue,High,Very Negative,0.88,Yes,Payment authorization hold released. No amount was actually charged.,2023-11-25,4,No,3
TKT100124,2023-12-21,The gym wear in order #ORD5828304 has no warranty card or any documentation included.,gym wear,Fashion,Product Issue,Low,Neutral,0.75,No,Full refund processed. Seller account flagged for quality investigation.,2023-12-29,8,No,5
TKT100125,2023-08-20,My sunscreen from order #ORD4390138 has developed a defect within the warranty period.,sunscreen,Beauty & Personal Care,Product Issue,High,Negative,0.67,Yes,Used/refurbished item confirmed. Full refund + ₹4649 compensation issued.,2023-08-26,6,No,2
TKT100126,2023-10-22,Order #ORD6541407 shows 3 attempts but nobody came. My LEGO set is still not delivered.,LEGO set,Toys & Games,Delivery Issue,Medium,Slightly Negative,0.81,No,Delivery rescheduled as per customer's preferred slot. Partner notified.,2023-10-28,6,No,4
TKT100127,2023-02-08,Size/color of action camera in order #ORD4896008 does not match what was shown on the website.,action camera,Electronics,Product Issue,Medium,Slightly Negative,0.71,No,Counterfeit product complaint escalated to brand protection team.,2023-02-09,1,No,4
TKT100128,2023-12-05,My beard trimmer (order #ORD6621073) is missing key accessories that were listed in the product details.,beard trimmer,Beauty & Personal Care,Product Issue,Medium,Slightly Negative,0.72,No,Full refund processed. Seller account flagged for quality investigation.,2023-12-08,3,No,5
TKT100129,2023-12-02,UPI transaction for smartwatch order #ORD4123902 shows success on my app but order is not confirmed.,smartwatch,Electronics,Payment Issue,High,Negative,0.93,No,EMI plan restored to original terms. Difference amount adjusted.,2023-12-03,1,No,4
TKT100130,2023-01-12,Product listing for action figure is completely misleading. The actual product is nothing like the photos.,action figure,Toys & Games,Product Issue,Medium,Slightly Negative,0.75,No,Compatibility issue noted. Full refund processed. Listing updated.,2023-01-17,5,No,5
TKT100131,2024-01-12,The return label for winter jacket order #ORD2042273 is invalid. I cannot complete the return.,winter jacket,Fashion,Refund & Return,Medium,Slightly Negative,0.87,No,Replacement dispatched without requiring return of defective item.,2024-01-22,10,No,3
TKT100132,2023-03-25,My return for innerwear (order #ORD9022561) was rejected without any reason or explanation.,innerwear,Fashion,Refund & Return,High,Negative,0.88,Yes,Accidental order refund approved. Amount credited within 2 days.,2023-03-30,5,No,4
TKT100133,2023-04-30,Buy Now Pay Later option for my sandals is not available on checkout despite being eligible.,sandals,Fashion,Payment Issue,Medium,Neutral,0.94,No,Payment authorization hold released. No amount was actually charged.,2023-05-04,4,No,5
TKT100134,2023-01-23,Size/color of children's storybook in order #ORD9562677 does not match what was shown on the website.,children's storybook,Books & Education,Product Issue,Medium,Neutral,0.88,No,Counterfeit product complaint escalated to brand protection team.,2023-01-30,7,No,4
TKT100135,2023-07-04,I am being logged out of my account repeatedly despite selecting 'stay logged in'.,smart AC,Electronics,Account & Login,Low,Positive,0.66,No,Session persistence bug escalated to tech team. Temporary fix applied.,2023-07-07,3,No,5
TKT100136,2024-02-07,Pickup for my dumbbells set return (order #ORD8525204) was scheduled but no one came on the day.,dumbbells set,Sports & Fitness,Refund & Return,Medium,Slightly Negative,0.71,No,Quality check review overridden. Refund of ₹1513 processed.,2024-02-16,9,No,3
TKT100137,2023-10-10,I received an expired bluetooth speaker in order #ORD1058272. Expiry date has already passed. Very dangerous.,bluetooth speaker,Electronics,Product Issue,High,Very Negative,0.81,Yes,Warranty claim initiated. Brand service center ticket #SVC81361 created.,2023-10-12,2,No,1
TKT100138,2024-03-25,Order #ORD1262492 shows 5 attempts but nobody came. My moisturizer is still not delivered.,moisturizer,Beauty & Personal Care,Delivery Issue,High,Negative,0.9,No,Mis-delivery case raised. Correct address flagged for re-dispatch.,2024-03-27,2,No,2
TKT100139,2024-11-07,My account shows suspicious login activity from an unknown location. Please secure it immediately.,doll house,Toys & Games,Account & Login,High,Negative,0.75,Yes,OTP delivery fixed. Mobile number updated successfully.,2024-11-12,5,No,2
TKT100140,2023-06-02,UPI transaction for curtains order #ORD2022699 shows success on my app but order is not confirmed.,curtains,Home & Kitchen,Payment Issue,Medium,Slightly Negative,0.89,No,Cashback of ₹7198 credited after verification with offers team.,2023-06-07,5,No,4
TKT100141,2024-02-02,Delivery was done to a neighbor without my consent for order #ORD8944327 (moisturizer).,moisturizer,Beauty & Personal Care,Delivery Issue,Medium,Slightly Negative,0.84,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2024-02-06,4,No,4
TKT100142,2024-11-18,I initiated a return for herbal tea (order #ORD8546170) over a week ago. No pickup has been scheduled yet.,herbal tea,Grocery & Health,Refund & Return,Medium,Neutral,0.71,No,Accidental order refund approved. Amount credited within 2 days.,2024-11-27,9,No,3
TKT100143,2024-07-19,I paid using net banking for smartwatch but order #ORD6086650 is showing as 'payment failed'.,smartwatch,Electronics,Payment Issue,High,Very Negative,0.78,Yes,Coupon issue escalated to promotions team. Manual discount of ₹3312 applied.,2024-07-22,3,No,3
TKT100144,2023-11-17,I need a refund for my toner (order #ORD7027375) as I accidentally ordered duplicate.,toner,Beauty & Personal Care,Refund & Return,Low,Positive,0.96,No,Seller notified of return in transit. Refund released on priority basis.,2023-11-24,7,Yes,4
TKT100145,2024-08-06,I received an expired wireless earbuds in order #ORD3448176. Expiry date has already passed. Very dangerous.,wireless earbuds,Electronics,Product Issue,High,Very Negative,0.76,Yes,Defect acknowledged. Customer given choice of refund or replacement.,2024-08-13,7,No,2
TKT100146,2023-07-08,I paid using net banking for soft toy but order #ORD5317226 is showing as 'payment failed'.,soft toy,Toys & Games,Payment Issue,High,Very Negative,0.89,Yes,Payment authorization hold released. No amount was actually charged.,2023-07-13,5,No,1
TKT100147,2024-01-18,EMI option for my laptop (order #ORD1813936) is showing wrong monthly amount. Please correct it.,laptop,Electronics,Payment Issue,High,Negative,0.72,Yes,Payment authorization hold released. No amount was actually charged.,2024-01-19,1,No,4
TKT100148,2023-04-20,The gym bag I received in order #ORD1110936 stopped working after just 2 days of use.,gym bag,Sports & Fitness,Product Issue,High,Very Negative,0.92,No,Warranty claim initiated. Brand service center ticket #SVC46010 created.,2023-04-21,1,No,2
TKT100149,2024-10-31,Auto-return for perfume order #ORD9832465 was triggered without my request. Please cancel it.,perfume,Beauty & Personal Care,Refund & Return,Medium,Neutral,0.75,No,Return pickup scheduled for next business day. Refund post quality check.,2024-11-01,1,No,3
TKT100150,2023-08-24,I was charged ₹353 extra on my microwave oven (order #ORD8986040) than what was shown in cart.,microwave oven,Electronics,Payment Issue,Medium,Slightly Negative,0.95,No,Duplicate payment of ₹353 refunded to original payment source within 2 days.,2023-08-28,4,No,5
TKT100151,2023-05-28,The seller of smart AC (order #ORD5548220) is not responding to my messages for the past 3 days.,smart AC,Electronics,Seller & Product Listing,High,Negative,0.98,No,Partial order issue resolved. Remaining items shipped or refunded.,2023-06-04,7,No,4
TKT100152,2023-02-24,Seller is refusing to honor the warranty on my moisturizer (order #ORD3725462). Claims it was user damage.,moisturizer,Beauty & Personal Care,Seller & Product Listing,High,Negative,0.82,Yes,Counterfeit complaint forwarded to brand protection and legal team.,2023-02-25,1,No,4
TKT100153,2024-03-18,I initiated a return for football (order #ORD6714198) over a week ago. No pickup has been scheduled yet.,football,Sports & Fitness,Refund & Return,Medium,Slightly Negative,0.77,No,Exchange processed for correct size/variant. New item dispatched.,2024-03-21,3,No,5
TKT100154,2023-04-04,The battery of my face mask (order #ORD2437708) drains within 14 hours. Completely defective.,face mask,Beauty & Personal Care,Product Issue,Low,Positive,0.76,No,Full refund processed. Seller account flagged for quality investigation.,2023-04-05,1,No,5
TKT100155,2024-07-21,UPI transaction for sunglasses order #ORD2715158 shows success on my app but order is not confirmed.,sunglasses,Fashion,Payment Issue,High,Negative,0.66,Yes,Currency mismatch corrected. Differential amount of ₹3269 refunded.,2024-07-22,1,No,3
TKT100156,2023-11-05,The gym bag I bought from a third-party seller in order #ORD5896386 is not as described. Seller is unresponsive.,gym bag,Sports & Fitness,Seller & Product Listing,High,Negative,0.71,Yes,Counterfeit complaint forwarded to brand protection and legal team.,2023-11-08,3,No,4
TKT100157,2023-11-08,Delivery was attempted for my nail polish (order #ORD8292657) but I was home. No notification was given.,nail polish,Beauty & Personal Care,Delivery Issue,Medium,Slightly Negative,0.81,No,Complaint escalated to logistics team. Full refund processed as compensation for delay.,2023-11-09,1,No,4
TKT100158,2024-05-05,Auto-return for spice set order #ORD7373495 was triggered without my request. Please cancel it.,spice set,Grocery & Health,Refund & Return,High,Negative,0.86,Yes,Return policy exception granted. Full refund approved by senior team.,2024-05-08,3,No,2
TKT100159,2024-08-29,Push notifications for my soft toy order #ORD5889688 are not coming even though enabled.,soft toy,Toys & Games,App & Website Issue,Low,Neutral,0.97,No,App cache clear resolved the issue. Customer guided through fix.,2024-09-07,9,Yes,4
TKT100160,2023-09-05,The science encyclopedia received in order #ORD1451577 has scratches and dents. Looks like a returned/used item.,science encyclopedia,Books & Education,Product Issue,High,Negative,0.7,Yes,Counterfeit product complaint escalated to brand protection team.,2023-09-08,3,No,2
TKT100161,2024-12-19,The battery of my children's storybook (order #ORD2240929) drains within 11 hours. Completely defective.,children's storybook,Books & Education,Product Issue,High,Negative,0.92,No,Safety concern escalated on priority. Product recalled from customer.,2024-12-26,7,No,1
TKT100162,2023-09-22,Package for order #ORD6956059 containing bed frame was left outside and appears to have been stolen.,bed frame,Home & Kitchen,Delivery Issue,High,Very Negative,0.69,Yes,Replacement dispatched with priority shipping. New tracking ID shared via SMS.,2023-09-24,2,No,2
